weight,max_accel_g,max_airspeed,id
13254 kg,0.83,537.6,30972
18673 kg,2.92,475.2,30974
13441 kg,2.47,445.6,30979
12107 kg,--,495.2,30984
15979 kg,2.5,627.2,30990
19288 kg,1.42,564.0,30992
17085 kg,0.61,560.0,30995
17126 kg,1.1,612.0,30996
12867 kg,0.5,451.2,30998
16621 kg,0.74,615.2,30999
12142 kg,2.86,620.8,31004
13894 kg,2.97,616.8,31018
17346 kg,2.75,602.4,31030
19982 kg,--,534.4,31033
19128 kg,--,490.4,31037
20043 kg,1.32,412.0,31046
16042 kg,1.02,462.4,31052
19215 kg,0.41,510.4,31077
14627 kg,2.86,543.2,31080
18549 kg,0.5,533.6,31085
12899 kg,2.79,439.2,31096
11845 kg,2.42,577.6,31102
12125 kg,0.83,467.2,31107
20127 kg,2.54,639.2,31110
13984 kg,1.59,415.2,31111
14518 kg,1.28,556.0,31118
18975 kg,0.54,587.2,31121
11788 kg,1.36,571.2,31131
17615 kg,1.84,406.4,31141
16650 kg,2.4,480.8,31148
16394 kg,0.91,443.2,31149
12506 kg,1.97,543.2,31153
16939 kg,2.25,563.2,31157
17924 kg,1.48,636.8,31162
12465 kg,2.64,546.4,31165
17838 kg,0.4,557.6,31183
15611 kg,1.56,584.0,31188
17273 kg,1.59,455.2,31200
14532 kg,0.44,454.4,31203
11699 kg,--,442.4,31207
19461 kg,1.47,444.8,31211
18127 kg,0.56,511.2,31213
20118 kg,--,636.8,31225
18393 kg,--,537.6,31226
12418 kg,1.33,524.8,31244
16604 kg,0.99,407.2,31249
14416 kg,2.54,400.0,31268
13598 kg,--,545.6,31271
16249 kg,2.72,431.2,31273
12203 kg,1.52,518.4,31278
18303 kg,1.7,423.2,31283
16924 kg,2.89,514.4,31285
18331 kg,0.95,533.6,31286
15314 kg,1.41,483.2,31287
14534 kg,2.9,548.8,31292
19114 kg,2.22,613.6,31296
12985 kg,1.9,422.4,31303
13302 kg,0.47,576.8,31315
12306 kg,0.9,568.8,31318
16865 kg,1.23,457.6,31320
15025 kg,1.79,448.8,31321
20384 kg,2.55,561.6,31341
17139 kg,2.03,610.4,31342
17741 kg,2.5,537.6,31344
19511 kg,2.55,624.0,31347
18491 kg,2.53,535.2,31352
19911 kg,2.61,416.0,31357
19113 kg,1.1,540.8,31363
15252 kg,0.91,584.0,31386
13435 kg,--,500.0,31399
16744 kg,1.37,624.0,31408
17407 kg,--,475.2,31410
18587 kg,0.91,573.6,31420
20398 kg,2.4,539.2,31432
11438 kg,2.4,457.6,31433
16587 kg,1.16,404.0,31434
19571 kg,2.58,432.8,31437
19866 kg,1.39,637.6,31447
14468 kg,2.59,524.8,31450
14969 kg,1.45,524.8,31451
17210 kg,1.63,474.4,31452
11384 kg,1.99,445.6,31459
13049 kg,2.79,579.2,31461
19316 kg,0.57,423.2,31463
16320 kg,2.62,520.8,31469
19262 kg,0.42,519.2,31472
12274 kg,1.36,440.8,31477
14154 kg,--,584.0,31478
15140 kg,1.89,623.2,31482
14242 kg,1.0,634.4,31483
15614 kg,1.82,547.2,31493
11438 kg,--,433.6,31496
18190 kg,--,564.0,31508
19757 kg,1.03,630.4,31518
13607 kg,1.52,428.0,31522
19718 kg,2.05,426.4,31524
12705 kg,0.51,576.8,31526
13452 kg,0.71,425.6,31530
13022 kg,1.67,631.2,31541
13602 kg,--,413.6,31551
19257 kg,2.5,568.0,31553
16743 kg,2.69,560.0,31554
18444 kg,2.08,412.8,31563
13949 kg,--,452.8,31568
18008 kg,0.62,443.2,31572
13918 kg,2.79,542.4,31578
18280 kg,2.67,440.0,31587
14845 kg,2.68,589.6,31594
11375 kg,0.88,524.0,31595
15110 kg,0.41,466.4,31613
12877 kg,2.29,598.4,31634
19073 kg,--,454.4,31635
17506 kg,1.03,411.2,31637
15300 kg,1.92,500.8,31639
16821 kg,1.85,576.8,31643
17443 kg,2.82,404.0,31659
19670 kg,--,512.8,31661
15886 kg,2.33,414.4,31665
19054 kg,1.2,492.8,31668
15410 kg,--,436.8,31669
17768 kg,1.92,435.2,31671
20115 kg,--,533.6,31675
13881 kg,2.19,408.0,31677
16641 kg,1.19,489.6,31679
12892 kg,2.65,509.6,31683
14507 kg,1.53,592.8,31688
16645 kg,--,556.0,31694
16674 kg,0.52,541.6,31695
12479 kg,0.92,481.6,31706
19807 kg,2.22,476.0,31714
20335 kg,1.47,425.6,31716
13869 kg,2.53,533.6,31720
16850 kg,1.48,592.8,31724
13894 kg,2.35,633.6,31725
12408 kg,2.45,442.4,31729
15928 kg,1.25,628.0,31738
19419 kg,1.12,606.4,31744
14212 kg,0.77,419.2,31746
18018 kg,2.81,610.4,31751
18931 kg,0.59,476.0,31753
16523 kg,2.47,408.8,31755
19859 kg,2.04,517.6,31761
17107 kg,--,538.4,31766
14663 kg,1.89,598.4,31779
15965 kg,2.07,528.8,31782
14021 kg,2.05,634.4,31786
14418 kg,0.88,424.8,31788
11839 kg,1.49,563.2,31794
19681 kg,--,573.6,31795
14539 kg,--,422.4,31816
18360 kg,2.82,405.6,31819
18059 kg,--,521.6,31831
14541 kg,1.84,563.2,31838
14592 kg,1.65,443.2,31840
11598 kg,1.39,556.0,31845
14589 kg,1.0,474.4,31850
13360 kg,--,481.6,31861
11978 kg,--,444.0,31863
13806 kg,2.82,500.0,31875
18296 kg,0.41,599.2,31880
17694 kg,1.97,544.8,31889
19944 kg,1.19,435.2,31891
14588 kg,1.48,563.2,31902
18716 kg,--,408.8,31911
16271 kg,2.83,467.2,31913
19744 kg,2.79,442.4,31929
15104 kg,2.12,420.0,31931
16295 kg,0.9,502.4,31934
16488 kg,--,585.6,31936
12686 kg,2.33,416.0,31939
19995 kg,2.74,574.4,31940
18815 kg,1.88,624.8,31943
16714 kg,2.24,502.4,31944
13686 kg,2.73,473.6,31945
15665 kg,1.73,520.0,31954
12206 kg,2.91,487.2,31960
12889 kg,1.61,400.8,31963
20290 kg,1.9,626.4,31968
17535 kg,2.45,511.2,31969
17404 kg,1.38,568.8,31980
18692 kg,--,439.2,31983
15746 kg,2.67,437.6,31985
12862 kg,0.87,516.8,31995
16720 kg,2.76,430.4,31998
17054 kg,2.96,511.2,32003
13947 kg,--,400.8,32006
16647 kg,1.34,517.6,32010
14531 kg,0.6,588.0,32011
13439 kg,1.85,597.6,32013
16518 kg,0.66,535.2,32015
11390 kg,2.72,523.2,32026
11410 kg,--,592.0,32037
17632 kg,1.16,460.0,32038
15944 kg,1.1,623.2,32044
18021 kg,2.25,435.2,32047
19614 kg,2.69,562.4,32049
12105 kg,0.45,544.8,32050
16192 kg,0.72,585.6,32056
19624 kg,2.88,516.0,32058
14814 kg,0.72,407.2,32064
12124 kg,2.2,506.4,32077
17256 kg,--,492.8,32078
20394 kg,1.45,475.2,32084
19573 kg,2.59,445.6,32088
18024 kg,1.58,605.6,32089
16601 kg,1.45,436.0,32090
16360 kg,2.93,540.8,32114
18945 kg,0.42,548.8,32118
15023 kg,2.31,518.4,32119
14501 kg,0.82,606.4,32124
13649 kg,0.71,458.4,32125
16077 kg,1.64,572.0,32134
18505 kg,2.99,560.0,32151
15721 kg,2.94,413.6,32152
19321 kg,2.07,532.0,32164
16860 kg,2.17,464.0,32169
14275 kg,2.29,556.0,32178
17492 kg,2.62,492.0,32179
18176 kg,2.68,492.8,32184
15740 kg,0.62,418.4,32192
17839 kg,2.88,474.4,32197
16901 kg,1.51,602.4,32199
15216 kg,--,568.0,32211
13696 kg,1.26,418.4,32218
11578 kg,2.68,582.4,32227
12607 kg,1.97,537.6,32229
15772 kg,--,416.8,32230
19938 kg,2.74,591.2,32233
12602 kg,1.99,545.6,32235
18057 kg,--,433.6,32236
11467 kg,--,572.8,32246
11947 kg,1.02,596.0,32247
19634 kg,--,467.2,32250
18663 kg,2.36,530.4,32251
12391 kg,2.72,531.2,32256
14139 kg,1.89,639.2,32257
17028 kg,--,536.0,32265
18159 kg,1.61,504.0,32266
13755 kg,2.29,541.6,32268
19385 kg,0.81,484.0,32273
12248 kg,--,414.4,32278
13469 kg,2.33,614.4,32282
16614 kg,0.56,504.0,32289
14536 kg,2.13,636.0,32291
18644 kg,--,465.6,32295
12244 kg,1.6,617.6,32296
16195 kg,1.0,540.0,32301
14742 kg,0.51,541.6,32302
17815 kg,2.28,555.2,32303
18615 kg,1.27,541.6,32306
11681 kg,0.59,552.0,32310
12555 kg,2.79,520.0,32312
12180 kg,1.35,631.2,32320
17763 kg,--,526.4,32321
15746 kg,1.94,404.8,32326
19556 kg,0.68,510.4,32333
13005 kg,0.86,422.4,32335
18568 kg,2.77,577.6,32338
13463 kg,2.3,415.2,32343
11790 kg,1.66,495.2,32346
15819 kg,1.97,453.6,32350
11416 kg,0.45,613.6,32352
15010 kg,2.9,416.8,32359
16884 kg,2.02,536.8,32362
19153 kg,2.19,599.2,32367
13978 kg,0.68,452.8,32368
15435 kg,--,549.6,32376
17671 kg,0.55,425.6,32377
14808 kg,2.07,479.2,32384
15740 kg,2.86,478.4,32387
19333 kg,0.98,529.6,32388
20170 kg,--,504.8,32389
19157 kg,1.76,603.2,32393
16452 kg,0.87,444.0,32397
18948 kg,0.44,582.4,32415
15891 kg,2.25,519.2,32418
14223 kg,1.02,436.0,32440
18268 kg,0.49,552.8,32441
16356 kg,1.24,520.8,32444
14366 kg,0.77,636.8,32452
20343 kg,0.52,601.6,32453
17249 kg,1.11,571.2,32455
12618 kg,1.84,467.2,32460
12594 kg,1.81,482.4,32474
13206 kg,2.92,492.8,32477
12744 kg,--,500.8,32483
12657 kg,2.8,448.8,32492
19554 kg,0.82,515.2,32495
14524 kg,1.54,492.0,32500
12040 kg,1.65,521.6,32513
13641 kg,2.81,565.6,32516
17302 kg,1.96,602.4,32532
19825 kg,0.4,638.4,32535
16437 kg,0.42,604.8,32536
12339 kg,2.04,584.0,32543
19759 kg,1.05,480.8,32548
15508 kg,0.54,597.6,32549
13083 kg,0.44,515.2,32553
15561 kg,--,532.0,32556
19118 kg,--,620.8,32569
19737 kg,2.07,484.8,32577
16733 kg,2.78,422.4,32579
11782 kg,1.34,466.4,32581
14461 kg,1.66,546.4,32598
12054 kg,0.6,550.4,32599
16623 kg,2.06,456.8,32605
18503 kg,--,590.4,32607
12975 kg,--,427.2,32609
14249 kg,0.53,616.8,32616
17984 kg,0.88,468.8,32622
14911 kg,1.44,599.2,32623
17987 kg,1.25,602.4,32639
15605 kg,2.58,403.2,32658
18586 kg,1.7,403.2,32663
17012 kg,0.9,409.6,32668
13733 kg,0.68,536.0,32670
17634 kg,0.94,510.4,32674
17962 kg,0.58,408.8,32678
17427 kg,1.96,631.2,32681
11916 kg,--,508.0,32682
16931 kg,2.29,508.8,32684
12496 kg,1.0,404.8,32685
18827 kg,1.22,461.6,32687
16699 kg,0.97,631.2,32708
15551 kg,2.52,457.6,32733
15397 kg,2.36,408.0,32741
18235 kg,2.03,589.6,32744
12060 kg,0.69,495.2,32748
16800 kg,2.59,625.6,32752
11435 kg,--,602.4,32754
19419 kg,2.13,485.6,32755
20118 kg,2.84,605.6,32758
11905 kg,1.93,404.8,32761
17266 kg,--,497.6,32765
13845 kg,1.03,602.4,32766
13431 kg,0.5,422.4,32771
17670 kg,0.47,476.8,32781
13804 kg,0.94,411.2,32782
13289 kg,1.45,485.6,32783
14181 kg,1.09,578.4,32784
18479 kg,2.23,541.6,32791
19746 kg,1.27,632.0,32794
14901 kg,1.7,565.6,32796
11963 kg,2.14,431.2,32798
12607 kg,2.65,500.8,32800
14564 kg,0.56,567.2,32802
16266 kg,2.54,518.4,32807
12459 kg,1.44,484.0,32809
13015 kg,1.19,472.8,32814
16073 kg,0.42,400.0,32831
13659 kg,1.0,413.6,32834
19257 kg,2.83,519.2,32848
17021 kg,1.7,449.6,32851
12041 kg,2.64,467.2,32852
14997 kg,1.23,572.0,32854
13605 kg,1.29,597.6,32870
17950 kg,2.21,452.8,32885
15966 kg,0.65,566.4,32892
16068 kg,0.87,488.0,32893
16982 kg,1.34,620.0,32894
12144 kg,2.82,620.0,32896
15936 kg,0.82,446.4,32909
12342 kg,--,618.4,32912
14637 kg,--,570.4,32917
14257 kg,2.57,636.0,32936
15878 kg,0.84,564.0,32939
20199 kg,--,612.8,32950
19309 kg,--,542.4,32958
18406 kg,2.4,517.6,32959
19882 kg,2.5,471.2,32963
15405 kg,2.47,546.4,32965
18256 kg,1.52,517.6,32969
18604 kg,1.56,484.8,32973
18798 kg,1.41,520.8,32977
14999 kg,1.43,632.8,32982
19129 kg,0.66,592.0,32983
14920 kg,1.06,439.2,32987
20057 kg,2.56,592.8,32990
12267 kg,1.75,599.2,32993
15008 kg,0.51,539.2,33018
11996 kg,0.96,568.8,33024
15159 kg,2.3,594.4,33034
19610 kg,2.46,516.0,33038
16019 kg,1.26,634.4,33040
19647 kg,1.23,568.8,33042
11967 kg,1.4,454.4,33043
13665 kg,0.92,623.2,33046
16362 kg,0.92,576.0,33050
15314 kg,0.88,498.4,33051
14202 kg,1.16,564.8,33065
19082 kg,1.6,516.0,33073
13049 kg,1.39,588.8,33077
19069 kg,1.25,630.4,33083
20097 kg,1.61,471.2,33098
13258 kg,--,501.6,33099
11776 kg,2.07,489.6,33103
14050 kg,--,602.4,33117
14504 kg,--,408.0,33119
13883 kg,0.78,538.4,33125
17958 kg,1.08,632.0,33132
17218 kg,--,600.0,33134
15104 kg,1.93,492.0,33144
11863 kg,1.62,628.8,33155
18594 kg,1.65,574.4,33156
17720 kg,0.78,532.8,33176
13584 kg,2.41,492.8,33178
18759 kg,1.74,561.6,33183
13632 kg,--,562.4,33206
13967 kg,1.37,530.4,33208
11994 kg,2.61,508.8,33209
20342 kg,2.04,525.6,33214
20355 kg,2.55,547.2,33219
19350 kg,0.65,477.6,33223
12008 kg,2.01,437.6,33229
19605 kg,1.88,419.2,33230
13098 kg,1.64,484.8,33237
17309 kg,1.08,427.2,33239
14129 kg,1.0,577.6,33241
18326 kg,1.23,637.6,33244
18253 kg,0.44,538.4,33246
15675 kg,1.98,596.8,33252
11375 kg,1.06,443.2,33257
16642 kg,2.01,513.6,33262
11562 kg,2.33,629.6,33263
16474 kg,1.14,441.6,33265
16156 kg,1.6,471.2,33270
16678 kg,1.77,415.2,33279
14402 kg,1.04,507.2,33289
11789 kg,1.95,489.6,33293
14754 kg,1.69,590.4,33296
14646 kg,--,432.0,33299
15505 kg,0.96,528.8,33302
18515 kg,1.22,482.4,33303
16510 kg,0.43,425.6,33306
11510 kg,2.28,532.8,33312
13065 kg,2.84,460.0,33313
15992 kg,2.23,429.6,33314
14739 kg,1.37,471.2,33317
13444 kg,2.2,629.6,33326
20020 kg,1.56,455.2,33330
17403 kg,2.74,550.4,33331
19062 kg,1.14,412.0,33344
20246 kg,1.33,499.2,33345
11403 kg,2.36,470.4,33346
16234 kg,0.55,409.6,33347
15208 kg,2.52,508.8,33356
16746 kg,--,534.4,33372
16109 kg,2.64,423.2,33389
14360 kg,1.88,431.2,33390
19333 kg,2.97,466.4,33391
20337 kg,1.97,473.6,33402
15955 kg,--,601.6,33408
15278 kg,1.19,528.8,33411
12497 kg,1.03,620.0,33426
15183 kg,1.18,577.6,33429
17037 kg,2.21,637.6,33444
15687 kg,1.78,560.0,33462
20066 kg,2.38,480.0,33464
14962 kg,1.99,408.8,33465
14311 kg,1.48,454.4,33467
15983 kg,--,496.0,33473
16059 kg,2.9,462.4,33479
15719 kg,0.81,521.6,33496
16442 kg,0.85,631.2,33502
17897 kg,2.96,460.0,33508
11419 kg,2.98,474.4,33511
11595 kg,1.74,635.2,33512
17138 kg,0.41,590.4,33517
13204 kg,2.18,592.8,33518
14903 kg,2.07,605.6,33521
11401 kg,2.68,456.0,33522
17488 kg,1.81,615.2,33524
18823 kg,2.99,478.4,33534
15051 kg,2.12,504.8,33543
12274 kg,2.26,408.8,33556
16111 kg,1.95,560.0,33561
14054 kg,2.52,517.6,33563
12991 kg,1.47,535.2,33573
15288 kg,1.4,436.8,33578
16503 kg,2.27,412.8,33580
12531 kg,0.67,556.0,33581
13622 kg,1.53,584.0,33583
18697 kg,1.38,526.4,33586
15804 kg,0.66,441.6,33587
15572 kg,2.33,520.0,33590
14723 kg,0.95,476.8,33592
13001 kg,0.58,443.2,33594
14202 kg,2.39,545.6,33596
14542 kg,0.79,481.6,33597
19427 kg,0.96,420.8,33607
12291 kg,2.64,592.8,33617
16807 kg,--,429.6,33632
16502 kg,0.81,477.6,33635
17408 kg,1.91,544.8,33639
13643 kg,2.68,537.6,33657
11610 kg,0.59,560.8,33666
14202 kg,1.65,616.8,33670
18241 kg,1.34,514.4,33674
17492 kg,2.11,537.6,33679
13456 kg,2.38,622.4,33687
13028 kg,0.63,509.6,33712
12607 kg,1.17,452.8,33717
13122 kg,2.94,505.6,33724
13042 kg,1.99,562.4,33734
16753 kg,0.88,514.4,33738
17687 kg,0.71,617.6,33742
18550 kg,2.53,535.2,33756
18369 kg,0.91,613.6,33761
14218 kg,0.98,579.2,33765
18714 kg,--,623.2,33773
12767 kg,1.49,442.4,33774
13920 kg,1.59,604.8,33780
11908 kg,2.02,442.4,33782
18764 kg,2.75,612.8,33785
17201 kg,1.96,476.8,33793
17985 kg,2.25,424.8,33796
12016 kg,1.51,452.0,33815
19989 kg,0.79,479.2,33820
12507 kg,2.07,464.0,33832
12498 kg,2.54,520.8,33833
19007 kg,0.84,444.0,33839
18691 kg,1.37,456.0,33847
18991 kg,1.47,620.8,33850
19468 kg,0.69,632.8,33855
11774 kg,2.5,630.4,33859
16554 kg,1.7,492.0,33868
12828 kg,0.96,628.0,33873
13496 kg,1.35,483.2,33874
11805 kg,1.55,449.6,33878
15979 kg,1.02,548.8,33887
17206 kg,0.95,465.6,33897
20359 kg,2.26,534.4,33905
17150 kg,0.89,587.2,33906
19245 kg,1.77,596.0,33912
20077 kg,2.74,424.0,33914
11516 kg,--,456.8,33915
16522 kg,1.33,460.0,33918
19193 kg,1.67,500.8,33922
19531 kg,1.68,611.2,33937
15812 kg,2.71,464.0,33941
15609 kg,--,472.0,33942
17117 kg,2.55,471.2,33943
16992 kg,1.28,518.4,33954
16738 kg,2.13,410.4,33961
13508 kg,1.82,500.8,33968
15127 kg,2.7,416.0,33973
17868 kg,--,571.2,33982
14365 kg,2.64,428.8,33984
16676 kg,1.84,521.6,33986
20337 kg,--,437.6,33987
14397 kg,--,430.4,33988
18533 kg,2.14,631.2,33989
16422 kg,2.4,638.4,33990
13293 kg,2.24,606.4,33994
12204 kg,2.49,524.0,33999
16529 kg,0.52,472.0,34010
13736 kg,2.79,536.0,34011
12075 kg,2.62,567.2,34016
18087 kg,2.92,453.6,34017
20078 kg,--,438.4,34026
13698 kg,--,400.0,34037
20046 kg,2.06,638.4,34040
15522 kg,0.86,569.6,34046
12578 kg,2.08,452.0,34050
12201 kg,1.79,537.6,34054
12623 kg,1.06,519.2,34056
13799 kg,2.34,547.2,34064
12846 kg,0.78,425.6,34071
11984 kg,0.74,488.8,34074
11857 kg,2.42,578.4,34075
13656 kg,2.66,585.6,34076
14686 kg,1.24,620.8,34080
20058 kg,2.9,590.4,34084
17555 kg,0.96,405.6,34097
15165 kg,1.02,457.6,34110
18302 kg,2.33,505.6,34115
16768 kg,2.44,467.2,34144
19900 kg,2.69,589.6,34150
20187 kg,2.85,412.0,34156
17344 kg,1.84,460.8,34166
11868 kg,1.96,633.6,34183
20172 kg,1.14,521.6,34185
19672 kg,1.63,464.0,34188
12807 kg,1.28,439.2,34201
13139 kg,1.08,514.4,34203
16082 kg,2.41,420.8,34204
13610 kg,0.91,476.8,34208
18128 kg,2.02,538.4,34209
16392 kg,2.1,418.4,34212
13090 kg,0.5,532.0,34214
14454 kg,1.68,620.8,34216
13649 kg,1.62,427.2,34224
16541 kg,2.97,636.8,34231
15519 kg,--,628.8,34233
19182 kg,2.39,489.6,34236
14156 kg,0.51,563.2,34243
18194 kg,1.15,416.8,34250
13854 kg,1.4,539.2,34255
14989 kg,1.33,484.8,34257
17229 kg,2.76,425.6,34264
17148 kg,2.58,435.2,34270
14547 kg,1.6,463.2,34271
14160 kg,0.45,422.4,34275
16573 kg,1.6,604.8,34276
15643 kg,0.74,572.0,34280
14607 kg,2.66,532.8,34281
13508 kg,0.93,495.2,34282
11410 kg,--,606.4,34296
16653 kg,1.39,590.4,34301
17934 kg,2.92,627.2,34310
14214 kg,2.23,623.2,34316
19259 kg,1.45,551.2,34324
16723 kg,1.51,569.6,34325
12843 kg,1.87,441.6,34329
13488 kg,1.5,512.0,34330
16782 kg,--,584.0,34335
13987 kg,--,535.2,34346
11797 kg,1.26,630.4,34348
16222 kg,0.94,594.4,34352
11706 kg,2.99,484.0,34361
16417 kg,--,557.6,34362
15706 kg,1.75,415.2,34368
11360 kg,0.87,416.8,34387
11759 kg,--,536.0,34393
17646 kg,2.57,636.8,34398
15513 kg,0.71,540.8,34403
18918 kg,--,577.6,34408
19350 kg,0.74,639.2,34409
15872 kg,2.96,502.4,34410
14957 kg,2.76,593.6,34413
13370 kg,0.52,520.0,34416
18787 kg,1.95,458.4,34422
15366 kg,1.05,475.2,34423
12626 kg,1.36,540.8,34428
20130 kg,1.09,415.2,34429
20343 kg,2.86,456.8,34431
13295 kg,1.06,448.8,34432
16143 kg,1.29,545.6,34440
13402 kg,2.44,522.4,34448
13890 kg,1.73,596.0,34450
12036 kg,--,421.6,34457
13981 kg,0.93,568.8,34461
16334 kg,2.81,635.2,34470
11584 kg,--,516.8,34473
12408 kg,--,408.0,34474
17330 kg,2.39,534.4,34476
12951 kg,0.77,578.4,34479
14531 kg,1.27,550.4,34486
17082 kg,1.34,522.4,34487
17115 kg,2.5,512.0,34491
20357 kg,2.12,603.2,34496
20152 kg,1.79,578.4,34498
19777 kg,2.49,462.4,34499
18005 kg,0.8,614.4,34508
18105 kg,2.95,499.2,34510
19877 kg,0.85,567.2,34513
16798 kg,1.22,584.8,34519
15029 kg,0.79,503.2,34528
19307 kg,0.51,632.0,34534
11937 kg,1.63,530.4,34538
12134 kg,2.95,464.0,34540
20403 kg,2.7,500.8,34541
16987 kg,0.44,539.2,34545
16913 kg,1.5,600.0,34548
18291 kg,2.64,480.8,34552
16358 kg,2.36,555.2,34555
18166 kg,0.88,609.6,34568
14989 kg,--,417.6,34574
19020 kg,2.95,429.6,34581
19356 kg,0.62,469.6,34597
11487 kg,0.48,580.0,34598
15023 kg,1.32,515.2,34599
11505 kg,1.59,581.6,34602
17046 kg,1.02,622.4,34607
17313 kg,--,540.8,34612
15746 kg,0.76,560.8,34615
13804 kg,1.9,500.0,34618
15818 kg,1.88,512.8,34633
11800 kg,1.15,550.4,34635
17680 kg,2.34,495.2,34636
19639 kg,2.55,555.2,34639
13889 kg,2.35,596.0,34642
18364 kg,2.89,564.0,34644
15918 kg,--,498.4,34648
17631 kg,2.81,461.6,34649
17194 kg,0.61,445.6,34661
13037 kg,--,528.8,34664
18282 kg,2.81,493.6,34670
14856 kg,0.42,407.2,34676
12707 kg,2.32,448.8,34684
14654 kg,1.98,610.4,34695
19229 kg,0.91,524.0,34696
17058 kg,2.67,532.0,34700
19937 kg,2.86,535.2,34706
17608 kg,2.33,488.8,34707
16882 kg,0.82,437.6,34711
16822 kg,2.01,558.4,34717
19419 kg,1.71,411.2,34727
14492 kg,1.29,445.6,34729
15291 kg,2.97,617.6,34734
14800 kg,0.86,436.0,34735
18838 kg,0.45,529.6,34736
14133 kg,1.76,547.2,34743
17660 kg,1.9,493.6,34746
18479 kg,2.04,548.8,34760
12931 kg,2.66,408.0,34776
17959 kg,2.93,450.4,34784
19787 kg,--,429.6,34785
20151 kg,2.54,485.6,34791
13213 kg,2.59,612.0,34795
14682 kg,2.8,523.2,34801
12435 kg,1.8,615.2,34828
18455 kg,0.51,556.8,34829
14343 kg,2.76,617.6,34834
11341 kg,1.03,508.8,34837
18624 kg,1.58,587.2,34840
16859 kg,2.2,538.4,34841
13954 kg,1.92,480.8,34842
16458 kg,1.2,555.2,34844
19887 kg,0.74,449.6,34846
14226 kg,1.25,538.4,34849
15126 kg,0.98,449.6,34851
19951 kg,1.5,401.6,34861
14635 kg,1.08,507.2,34865
16572 kg,1.23,497.6,34868
12413 kg,2.94,435.2,34883
16675 kg,2.87,584.8,34885
12237 kg,0.62,450.4,34893
12421 kg,2.02,431.2,34896
18467 kg,2.32,489.6,34920
15925 kg,2.51,548.0,34930
13083 kg,0.72,634.4,34932
14527 kg,0.82,624.8,34933
13222 kg,--,587.2,34939
15868 kg,1.22,501.6,34947
19124 kg,1.49,639.2,34958
14829 kg,1.47,523.2,34981
12406 kg,2.96,614.4,34992
16426 kg,0.8,569.6,34993
14216 kg,2.39,605.6,34997
19752 kg,1.39,431.2,35002
11521 kg,--,404.8,35012
18266 kg,1.73,486.4,35022
15524 kg,2.56,550.4,35023
14544 kg,1.65,436.8,35028
17465 kg,1.41,579.2,35045
13836 kg,2.35,484.8,35052
13811 kg,1.29,528.0,35055
12477 kg,0.45,480.0,35076
14590 kg,1.0,403.2,35088
17437 kg,0.7,552.8,35090
11939 kg,--,481.6,35093
13642 kg,2.36,445.6,35099
13095 kg,--,412.8,35102
13383 kg,2.07,575.2,35105
17251 kg,2.73,477.6,35111
12813 kg,0.83,544.8,35112
18346 kg,0.56,529.6,35114
13646 kg,0.99,436.0,35115
17910 kg,1.26,526.4,35116
18191 kg,2.08,637.6,35119
15623 kg,1.95,584.8,35129
17123 kg,0.42,411.2,35137
13234 kg,1.77,590.4,35144
13206 kg,1.08,579.2,35145
11356 kg,1.09,487.2,35152
18744 kg,1.19,474.4,35158
13795 kg,1.0,500.0,35162
13311 kg,0.47,632.8,35163
17021 kg,0.75,620.8,35165
20407 kg,2.55,440.0,35166
19066 kg,0.9,439.2,35173
19708 kg,2.36,542.4,35183
14646 kg,0.79,454.4,35187
18864 kg,2.5,467.2,35190
17730 kg,2.98,592.0,35196
15864 kg,0.88,613.6,35211
18431 kg,1.66,541.6,35212
13962 kg,1.04,608.8,35213
11657 kg,2.13,523.2,35220
16381 kg,2.78,479.2,35239
13363 kg,2.15,544.8,35240
18392 kg,2.63,546.4,35242
16709 kg,2.94,493.6,35243
17381 kg,1.16,508.0,35246
17281 kg,0.8,458.4,35254
18854 kg,2.49,458.4,35261
15120 kg,1.61,455.2,35268
18663 kg,1.91,483.2,35271
20222 kg,2.03,628.0,35279
17153 kg,0.72,602.4,35281
13659 kg,1.16,404.8,35295
18328 kg,1.71,615.2,35303
16058 kg,0.42,458.4,35304
15188 kg,--,445.6,35305
16849 kg,1.21,408.8,35315
20141 kg,2.17,526.4,35321
19924 kg,0.9,508.8,35327
15122 kg,--,440.8,35328
18636 kg,2.53,447.2,35329
19968 kg,1.29,401.6,35333
16816 kg,0.87,614.4,35340
16420 kg,2.9,608.0,35347
11794 kg,1.28,472.0,35352
19594 kg,0.45,544.0,35371
19846 kg,0.86,434.4,35376
16375 kg,--,484.8,35379
17181 kg,1.7,542.4,35387
13404 kg,2.72,623.2,35392
15971 kg,--,584.0,35400
19382 kg,0.86,496.0,35401
17150 kg,2.88,637.6,35403
13283 kg,0.52,588.0,35414
15488 kg,2.2,481.6,35424
14170 kg,2.54,475.2,35446
15521 kg,0.86,532.0,35449
20141 kg,--,417.6,35450
13054 kg,2.53,443.2,35451
13329 kg,1.18,536.8,35459
11909 kg,2.74,632.0,35470
16147 kg,2.46,636.8,35472
11493 kg,1.63,610.4,35481
17325 kg,0.99,467.2,35482
19932 kg,0.68,428.0,35485
11431 kg,--,625.6,35490
19016 kg,0.76,568.0,35501
19121 kg,2.65,593.6,35505
18157 kg,0.83,517.6,35509
18166 kg,0.46,484.8,35512
13302 kg,1.06,463.2,35515
20147 kg,0.61,617.6,35518
15548 kg,0.64,408.8,35521
19433 kg,1.72,593.6,35527
